date,playTitle,authorName,originalTitle,originalAuthorName
1760-04-08,Het feest der zotten; divertissement,"Le Roy, Bernard",,
1760-04-08,Het feest der zotten; divertissement,"Hooff, Nicolaas Willem op den",,
1760-04-10,"Min in't lazarus-huys, blyspel","Focquenbroch, Willem Godschalk van",Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1760-04-10,Het feest der zotten; divertissement,"Le Roy, Bernard",,
1760-04-10,Het feest der zotten; divertissement,"Hooff, Nicolaas Willem op den",,
1760-04-12,"Cato, of De ondergang der roomsche vryheid","Angelkot jr., Hermannus","Cato, a Tragedy","Addison, Joseph"
1760-04-12,"Cato, of De ondergang der roomsche vryheid","Wolf, H. de","Cato, a Tragedy","Addison, Joseph"
1760-04-12,Schoole voor de moeders,"Regtering, Hendrik Willem",L'école des meres,"Carlet de Chamblain de Marivaux, Pierre"
1760-04-14,"De verkwister, of De eerlyke bedriegster; blyspel","Regtering, Hendrik Willem","Le Dissipateur, ou l'honnête friponne, comédie","Destouches, (ps. Philippe Néricault)"
1760-04-14,Schoole voor de moeders,"Regtering, Hendrik Willem",L'école des meres,"Carlet de Chamblain de Marivaux, Pierre"
1760-04-15,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Charles Simon",,
1760-04-15,"Les amours de Bastien et Bastiene, parodie du Devin de village","Favart, Marie",,
1760-04-15,"Les amours de Bastien et Bastiene, parodie du Devin de village",Harny de Guerville,,
1760-04-15,"Raton en Rosette, opera-bouffon","Neyts, Jacques Toussaint",Raton et Rosette,"Favart, Charles Simon"
1760-04-17,Cenie; blyspel,"Corver-van Hattum, Anna","Cenie, comédie","Graffigny, Françoise d'Issembourg d'Happoncourt de"
1760-04-17,De lastigheid der rykdommen; blyspel,"Japin, Jean","L'Embarras des richesses, comédie","Allainval, Léonor Jean Christine Soulas d'"
1760-04-19,Cenie; blyspel,"Corver-van Hattum, Anna","Cenie, comédie","Graffigny, Françoise d'Issembourg d'Happoncourt de"
1760-04-19,"Philippyn, mr. koppelaar; blyspel.","Alewyn, Abraham",,
1760-04-21,Cenie; blyspel,"Corver-van Hattum, Anna","Cenie, comédie","Graffigny, Françoise d'Issembourg d'Happoncourt de"
1760-04-21,"De Puiterveense helleveeg, of Beslikte Swaantje aan de tap","Alewyn, Abraham",,
1760-04-24,Andromaché [by L. Meijer],Nil Volentibus Arduum group,Andromaque,"Racine, Jean"
1760-04-24,Andromaché [by L. Meijer],"Meijer, Lodewijk",Andromaque,"Racine, Jean"
1760-04-24,De belachelyke jonker. Kluchtspel,"Bernagie, Pieter",,
1760-04-28,"De wedergevonden zoon, blyspel","Hartsen, Antoni","L'Enfant prodigue, comédie",Voltaire
1760-04-28,De minderjarige; blyspel,"Hartsinck, Jan Jacob","La Pupille, comédie","Fagan, Christophe Barthélemy"
1760-05-05,Herodes en Mariamne; treurspel,"Lescailje, Katharina",La Mariamne,Tristan L'Hermite
1760-05-05,De verstandzoekster. Blyspel,"Elvervelt, Henrik van","La Chercheuse d'esprit, opéra-comique","Favart, Charles Simon"
1760-05-06,"Raton en Rosette, opera-bouffon","Neyts, Jacques Toussaint",Raton et Rosette,"Favart, Charles Simon"
1760-05-06,"Les ensorcelés, ou Jeannot et Jeannette, parodie","Favart, Marie",,
1760-08-04,,,,
1760-08-07,,,,
1760-08-07,"Arminius, Beschermer der Duytsche Vryheid","Bernagie, Pieter",,
1760-08-09,,,,
1760-08-09,"Rhadamistus en Zenobia, treurspel","Bogaert, Abraham","Rhadamiste et Zénobie, tragédie","Crébillon, Prosper Jolyot de"
1760-08-11,,,,
1760-08-11,"Karel de Stoute, hartog van Bourgondie","Verhoek, Pieter",,
1760-08-14,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1760-08-14,De vermakelyke rouw,"Peys, Adriaen","Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1760-08-16,"Orestes en Pylades, of Iphigenia in Tauris, treurspel","Bode, Matthias",Oreste et Pylade,"Lagrange Chancel, François Joseph de"
1760-08-16,"De listige vryster, óf De verschalkte voogd; blyspél","Vincent, Ysbrand",L'école des maris,"Molière (ps. Poquelin, Jean Baptiste)"
1760-08-18,Het wederzyds huwelyks bedrog. Blyspél,"Langendijk, Pieter",,
1760-08-18,"De spilpenning, of Verkwistende vrouw, blijspel","Asselijn, Thomas",,
1760-08-21,"De dood van Willem den Eersten, prins van Oranje","Bruin, Claas",,
1760-08-21,"De wiskunstenaars, of 't Gevluchte juffertje","Langendijk, Pieter",,
1760-08-23,Het huwelyk van Orondates en Statira. Treurspel [by Nil Volentibus Arduum group],Nil Volentibus Arduum group,Le mariage d'Oroondate et de Statire,"Magnon, Jean"
1760-08-23,Het huwelyk van Orondates en Statira. Treurspel [by Nil Volentibus Arduum group],"Lingelbach, David",Le mariage d'Oroondate et de Statire,"Magnon, Jean"
1760-08-23,"De geschaakte bruid, of de verliefde reizegers; blijspel","Rijndorp, Jacob van","Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1760-08-23,"De geschaakte bruid, of de verliefde reizegers; blijspel",Nil Volentibus Arduum group,"Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1760-08-25,"Don Louis de Vargas, of Edelmoedige wraek","Heynck, Dirk Pietersz",El tejedor de Segovia,"Ruiz de Alarcón y Mendoza, Juan"
1760-08-25,De verlooren schildwacht. Kluchtspel,"Pluimer, Joan",,
1760-08-28,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1760-08-28,"Krispyn, baron, en afslager. Kluchtspel","Benjamin, Hermanus",,
1760-09-01,De verduytste Cid. Bly-eindend treurspel,"Heemskerk, Johan van",Le Cid. Tragi-comedie.,"Corneille, Pierre"
1760-09-01,De Wijnoogst,"Wit (de jonge), Abraham de",Les vendanges de Suresne,"Dancourt, Florent Carton"
1760-09-04,Cleomenes. Treurspel,"Lingelbach, David",,
1760-09-04,"De gewaande heidin, of De bedrogen gelukzoeker; kluchtspel","Elvervelt, Henrik van",,
1760-09-08,"De malle wédding óf Gierige Geeraard, blyspél [by Nil Volentibus Arduum group]",Nil Volentibus Arduum group,"La folle gageure, ou Les divertissemens de la comtesse de Pembroc","Le Métel de Boisrobert, François"
1760-09-08,"Het groot vermoogen van juffers oogen, of De betoverde kelk; kluchtspel",,La coupe enchantée,"Chevillet de Champmeslé, Charles"
1760-09-08,"Het groot vermoogen van juffers oogen, of De betoverde kelk; kluchtspel",,La coupe enchantée,"Dancourt, Florent Carton"
1760-09-11,De dood van de graaven Egmond en Hoorne. Treurspel,"Asselijn, Thomas",,
1760-09-11,"De verwarde jalousy, bly-spel","Focquenbroch, Willem Godschalk van","Sganarelle, ou le cocu imaginaire","Molière (ps. Poquelin, Jean Baptiste)"
1760-09-13,"Astrate, koning van Tyrus","Buysero, Dirk","Astrate, roy de Tyr","Quinault, Philippe"
1760-09-13,"Kluchtspel van het gedwongen houwelyck, of mariage forcè.","Pels, Andries",Le Mariage forcé,"Molière (ps. Poquelin, Jean Baptiste)"
1760-09-15,Oratyn en Maskariljas of Den ontydigen Loskop,"Dullaart, Joan",L’Étourdi ou les Contretemps,"Molière (ps. Poquelin, Jean Baptiste)"
1760-09-15,"De Ontrouwe Kantoorknecht, en Lichtvaardige Dienstmaagd","Bernagie, Pieter",,
1760-09-18,"Veranderlyk geval, of Stantvastige liefde","Baroces, Jacob",Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1760-09-18,"Veranderlyk geval, of Stantvastige liefde","Heynck, Dirk Pietersz",Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1760-09-18,De belachelyke jonker. Kluchtspel,"Bernagie, Pieter",,
1760-09-20,"Achilles, treurspel","Huydecoper, Balthasar",,
1760-09-20,"De vrijer in de kist, kluchtspel",Nil Volentibus Arduum group,Pekelharing,"Vos, Isaac"
1760-09-22,"De dood van sultan Selim, Turksen keizer; treurspel","Hoeven, Willem van der",,
1760-09-22,Broershert,"Leeuw, Adriaan Bastiaansz de",,
1760-09-23,"Xantippe, of Het booze wyf des filozoofs Sokrates beteugeld. Blyspel","Langendijk, Pieter",,
1760-09-23,De belachchelyke hoofsche juffers,"Lacroix, Pieter de",Les précieuses ridicules,"Molière (ps. Poquelin, Jean Baptiste)"
1760-09-24,Reinout in het betoverde hof; zynde het gevolg van Armida,"Pluimer, Joan",,
1760-09-24,De Schermerhornsche vrijstermarkt,"Schroder, Johannes",,
1760-09-25,"De stantvastige Genoveva, ofte Herstelde onnooselheyt. Bly-eyndend-treurspel","Wouthers, Anthoon Frans","Genevieve, ou l'Innocence reconnue","d'Aure, Francois"
1760-09-25,Het studenteleven a.k.a. Het Franeker studentenleeven,"Bernagie, Pieter",,
1760-09-26,De ingebeelde zieke. Blyspél,Nil Volentibus Arduum group,"Le malade imaginaire, comédie","Molière (ps. Poquelin, Jean Baptiste)"
1760-09-26,De Schermerhornsche vrijstermarkt,"Schroder, Johannes",,
1760-09-27,Andromaché [by L. Meijer],Nil Volentibus Arduum group,Andromaque,"Racine, Jean"
1760-09-27,Andromaché [by L. Meijer],"Meijer, Lodewijk",Andromaque,"Racine, Jean"
1760-09-27,"'t Koffyhuis, kluchtspel","Hoeven, Willem van der",,
1760-09-29,Didoos doot,"Pels, Andries",,
1760-09-29,Het Leidsche studentenleeven. Kluchtig blyspel,"Mauricius, Johan Jacob",,
1760-09-30,Didoos doot,"Pels, Andries",,
1760-09-30,Haat en nydt,"Ogier, Willem",,
1760-10-01,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter",,
1760-10-01,"Jan Klaaz. of gewaande dienstmaagt, blijspel","Asselijn, Thomas",,
1760-10-02,De gelijke tweelingen,"Goes, Johannes Antonides van der",Menaechmi,"Plautus, T. Maccius"
1760-10-02,De gelijke tweelingen,Nil Volentibus Arduum group,Menaechmi,"Plautus, T. Maccius"
1760-10-02,"Krispyn, jufvrouw en notaris. Blyspel","Ryk, Jacob de (incorrect: Jan de Rijck)",,
1760-10-03,"Min in't lazarus-huys, blyspel","Focquenbroch, Willem Godschalk van",Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1760-10-03,"De boere kermis, of: Zegenpraelende liefde: bly-spel","Pauw, Ferdinand Frans de",,
1760-10-04,"Romulus, treurspel","Tijsens, Gijsbert","Romulus, tragedie","La Motte, Antoine Houdar de"
1760-10-04,De ontdekte schyndeugd; blyspel,"Lingelbach, David",,
1760-10-06,"De waarzegster, blyspel","Hoeven, Emanuel van der",La devineresse,"Corneille, Thomas"
1760-10-06,Bedrogen lichtmis,"Mol, Johannes de (incorrectly: Jacob)",,
1760-10-07,"Min in't lazarus-huys, blyspel","Focquenbroch, Willem Godschalk van",Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1760-10-07,Ballet van heidens en heidinnen,,,
1760-10-08,"Min in't lazarus-huys, blyspel","Focquenbroch, Willem Godschalk van",Los locos de Valencia,"Lope de Vega y Carpio, Félix"
1760-10-08,Ballet van heidens en heidinnen,,,
1760-10-09,De beklaaglyke dwang,"Vos, Isaac",La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1760-10-09,De beklaaglyke dwang,"Baroces, Jacob",La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1760-10-09,"De moetwillige bootsgezel, kluchtspel","Sammers, Jacob",De Gramschap,"Ogier, Willem"
1760-10-11,Cinna. Treurspel,Nil Volentibus Arduum group,Cinna,"Corneille, Pierre"
1760-10-11,"De zwetser, kluchtspel","Langendijk, Pieter",,
1760-10-13,"Karel, erfprins van Spanje. Treurspel","Bidloo, Govert",,
1760-10-13,"De ontrouwe voogd, kluchtspel","Bernagie, Pieter",,
1760-10-16,De Vriendschap,"Winde, Martinus van",,
1760-10-16,"De bedrooge woekeraar, blyspel","Alewyn, Abraham",,
1760-10-18,"De dood van Nero, treurspel","Haverkamp, Johannes",La mort de Néron; tragédie,"Péchantré, Nicolas de"
1760-10-18,De huwelyken staat. Kluchtspél,"Bernagie, Pieter",,
1760-10-20,"De burgerlyke edelman, blyspel","Maas, Hendr. (Toneelvertaler)",Le bourgeois gentilhomme,"Molière (ps. Poquelin, Jean Baptiste)"
1760-10-20,"De stiefmoer, kluchtspel","Asselijn, Thomas",,
1760-10-27,"De knorrepot, of de gestoorde doctor. Blyspel",,Le Grondeur,"Palaprat, Jean"
1760-10-27,"De knorrepot, of de gestoorde doctor. Blyspel",,Le Grondeur,"Brueys, David Augustin de"
1760-10-27,"De meid, kaptein, schutter en tamboer, kluchtspel","Dulken, Gerrit van",,
1760-11-03,"Jugurtha, treurspel","Marcus, Rudolph","Adherbal, roy de Numidie","Lagrange Chancel, François Joseph de"
1760-11-03,"Philippyn, mr. koppelaar; blyspel.","Alewyn, Abraham",,
1760-11-08,"Jugurtha, treurspel","Marcus, Rudolph","Adherbal, roy de Numidie","Lagrange Chancel, François Joseph de"
1760-11-08,"Fielebout, óf De dókter tégens dank, kluchtig blyspél",Nil Volentibus Arduum group,Le médecin malgré lui,"Molière (ps. Poquelin, Jean Baptiste)"
1760-11-10,Joan Galeasso: dwingeland van Milanen; treurspel,"Arents, Thomas",,
1760-11-10,"De gewaande advocaat, kluchtspel","Lacroix, Pieter de",L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1760-11-10,"De gewaande advocaat, kluchtspel","Lacroix, Pieter de",L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1760-11-10,"De gewaande advocaat, kluchtspel","Peys, Adriaen",L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1760-11-10,"De gewaande advocaat, kluchtspel","Peys, Adriaen",L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1760-11-15,Andronicus. Treurspel,"Steenwijk, Frans van",Andronic,"Campistron, Jean Galbert de"
1760-11-15,"Krispyn, medicyn","Lacroix, Pieter de",Crispin médecin,"Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1760-11-17,"De deugdzame hoveling, treurspel","Bruin, Claas",,
1760-11-17,"De wiskunstenaars, of 't Gevluchte juffertje","Langendijk, Pieter",,
1760-11-22,"Nicomedes, treurspel","Lescailje, Katharina",Nicomède,"Corneille, Pierre"
1760-11-22,,,,
1760-11-24,"Krispyn, testateur en gelegateerde, of De erfgenaam door list; blyspel","Lochem, Hermanus van",Le légataire universel,"Regnard, Jean François"
1760-11-24,Henrik en Pernille,"Elvervelt, Henrik van",Henrich og Pernille,"Holberg, Ludvig"
1760-11-29,"Jacoba van Beieren, gravin van Holland en Zeeland. Treurspel","Marre, Jan de",,
1760-11-29,"De Hagenaar te Enkhuizen, blyspel","Hartsinck, Jan Jacob","Le Français à Londres, comédie","Boissy, Louis de"
1760-12-01,"Democritus, of de verliefde filosoof","Elvervelt, Henrik van",Démocrite,"Regnard, Jean François"
1760-12-01,De minnaar poëet en knecht; blyspel,"Lijn, Cornelis Jacob van der",L'amant auteur et valet: comédie,"Cérou, Pierre"
1760-12-06,"De glorieus, of De vernederde hoogmoed; tooneelspel","Elvervelt, Henrik van","Le Glorieux, comédie","Destouches, (ps. Philippe Néricault)"
1760-12-06,De minnaar poëet en knecht; blyspel,"Lijn, Cornelis Jacob van der",L'amant auteur et valet: comédie,"Cérou, Pierre"
1760-12-08,"Julius Cezar, en Kato. Treurspél","Langendijk, Pieter",,
1760-12-08,De minnaar poëet en knecht; blyspel,"Lijn, Cornelis Jacob van der",L'amant auteur et valet: comédie,"Cérou, Pierre"
1760-12-13,"Pyrrhus, treurspel","Feitama, Sybrand","Pyrrhus, tragedie","Crébillon, Prosper Jolyot de"
1760-12-13,De minderjarige; blyspel,"Hartsinck, Jan Jacob","La Pupille, comédie","Fagan, Christophe Barthélemy"
1760-12-15,"Nanine, of Het verwonnen vooröordeel; blyspel","Hooff, Nicolaas Willem op den","Nanine, ou Le préjugé vaincu, comédie",Voltaire
1760-12-15,"Krelis Louwen, of Alexander de Groote op het poëetemaal","Langendijk, Pieter",,
1760-12-20,"Nanine, of Het verwonnen vooröordeel; blyspel","Hooff, Nicolaas Willem op den","Nanine, ou Le préjugé vaincu, comédie",Voltaire
1760-12-20,De lastigheid der rykdommen; blyspel,"Japin, Jean","L'Embarras des richesses, comédie","Allainval, Léonor Jean Christine Soulas d'"
1760-12-22,Gysbreght van Aemstel,"Vondel, Joost van den",,
1760-12-22,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1760-12-22,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1760-12-29,Gysbreght van Aemstel,"Vondel, Joost van den",,
1760-12-29,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1760-12-29,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1761-01-05,Gysbreght van Aemstel,"Vondel, Joost van den",,
1761-01-05,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1761-01-05,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1761-01-10,Gysbreght van Aemstel,"Vondel, Joost van den",,
1761-01-10,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1761-01-10,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1761-01-12,Gysbreght van Aemstel,"Vondel, Joost van den",,
1761-01-12,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1761-01-12,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1761-01-17,"Gabinia, treurspel","Feitama, Sybrand","Gabinie, tragedie chretienne","Brueys, David Augustin de"
1761-01-17,"Krispyn, medevryer van zyn heer. Kluchtspel","Koenerding, Johannes Andreas",Crispin rival de son maître,"Lesage, Alain René"
1761-01-19,"Gustavus, treurspel","Pater, Lucas","Gustave Wasa, tragédie","Piron, Alexis"
1761-01-19,De woekeraar edelman; kluchtspel,"Japin, Jean","L'Usurier gentilhomme, comédie","Le Grand, Marc Antoine"
1761-01-24,"Gustavus, treurspel","Pater, Lucas","Gustave Wasa, tragédie","Piron, Alexis"
1761-01-24,De onbescheidene minnaar; blyspel,"Hooff, Nicolaas Willem op den","L'Indiscret, comédie",Voltaire
1761-01-26,"Gustavus, treurspel","Pater, Lucas","Gustave Wasa, tragédie","Piron, Alexis"
1761-01-26,De spookende boer; kluchtspel,"Elias, Jacob",,
1761-01-31,"Brutus, treurspel [by Feitama]","Feitama, Sybrand","Le Brutus, tragédie",Voltaire
1761-01-31,Het verliefde huysgezin; kluchtspel,"Elias, Jacob","La Famille extravagante, comédie","Le Grand, Marc Antoine"
1761-02-02,Timon de menschenhater; blyspel,"Hooff, Nicolaas Willem op den","Timon le misantrope, comedie","Delisle de La Drevetière, Louis François"
1761-02-02,"Krispyn filozoof, blyspél","Styl, Simon",,
1761-02-07,"De verkwister, of De eerlyke bedriegster; blyspel","Regtering, Hendrik Willem","Le Dissipateur, ou l'honnête friponne, comédie","Destouches, (ps. Philippe Néricault)"
1761-02-07,"Piramus en Thisbe, of De bedrooge hartog van Pierlepon, boertige tragedie [by M. Gramsbergen]","Gramsbergen, Matthijs",Midsummernight's Dream,"Shakespeare, William"
1761-02-09,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1761-02-09,"De vryer kamenier, en de knecht minnemoer, of De gelukte liefdelist. Kluchtspel","Broek, Lambertus van den",,
1761-02-14,"De wedergevonden zoon, blyspel","Hartsen, Antoni","L'Enfant prodigue, comédie",Voltaire
1761-02-14,Schoole voor de moeders,"Regtering, Hendrik Willem",L'école des meres,"Carlet de Chamblain de Marivaux, Pierre"
1761-02-16,"De wedergevonden zoon, blyspel","Hartsen, Antoni","L'Enfant prodigue, comédie",Voltaire
1761-02-16,"De vrijer in de kist, kluchtspel",Nil Volentibus Arduum group,Pekelharing,"Vos, Isaac"
1761-02-23,De toets der minnaars in het konstpaleis van Fenix,"Kroon, Daniel",,
1761-02-23,Wagt me voor dat laantje; kluchtspel,"Elger, Willem den",Attendez-moi sous l'orme,"Regnard, Jean François"
1761-02-23,Wagt me voor dat laantje; kluchtspel,"Elger, Willem den",Attendez-moi sous l'orme,"Rivière-Dufresny, Charles"
1761-03-02,De toets der minnaars in het konstpaleis van Fenix,"Kroon, Daniel",,
1761-03-02,"Het hofstee leeven, kluchtspel","Wit (de jonge), Abraham de",La maison de campagne,"Dancourt, Florent Carton"
1761-03-07,De toets der minnaars in het konstpaleis van Fenix,"Kroon, Daniel",,
