date,playTitle,authorName,originalTitle,originalAuthorName
1764-03-19,"Olimpia, treurspel [by L. Pater]","Pater, Lucas",Olympie,Voltaire
1764-03-19,"De vryer kamenier, en de knecht minnemoer, of De gelukte liefdelist. Kluchtspel","Broek, Lambertus van den",,
1764-03-24,"Olimpia, treurspel [by L. Pater]","Pater, Lucas",Olympie,Voltaire
1764-03-24,"De gewaande heidin, of De bedrogen gelukzoeker; kluchtspel","Elvervelt, Henrik van",,
1764-03-26,"Olimpia, treurspel [by L. Pater]","Pater, Lucas",Olympie,Voltaire
1764-03-26,"De meid, kaptein, schutter en tamboer, kluchtspel","Dulken, Gerrit van",,
1764-03-31,Demophontes; treurspel,"Westerwijk, Gerard (Vertaler)",Demofoonte,"Metastasio, Pietro"
1764-03-31,Het verliefde huysgezin; kluchtspel,"Elias, Jacob","La Famille extravagante, comédie","Le Grand, Marc Antoine"
1764-04-02,De lastigheid der rykdommen; blyspel,"Japin, Jean","L'Embarras des richesses, comédie","Allainval, Léonor Jean Christine Soulas d'"
1764-04-02,"Krelis Louwen, of Alexander de Groote op het poëetemaal","Langendijk, Pieter",,
1764-04-05,De verhinderde wraak van Cajus Martius Coriolanus. Treurspel,"Bruin, Claas",Coriolan: tragedie,"Abeille, Gaspard"
1764-04-05,Haat en nydt,"Ogier, Willem",,
1764-04-07,"De wedergevonden zoon, blyspel","Hartsen, Antoni","L'Enfant prodigue, comédie",Voltaire
1764-04-07,"Jonker Windbuyl, of De driedubbele minnaer; kluchtspel","Elias, Jacob",Les trois Gascons,"Dancourt, Florent Carton"
1764-04-07,"Jonker Windbuyl, of De driedubbele minnaer; kluchtspel","Elias, Jacob",Les trois Gascons,"La Motte, Antoine Houdar de"
1764-04-07,"Jonker Windbuyl, of De driedubbele minnaer; kluchtspel","Elias, Jacob",Les trois Gascons,"Boindin, Nicolas"
1764-04-09,De dood van de graaven Egmond en Hoorne. Treurspel,"Asselijn, Thomas",,
1764-04-09,De belachchelyke hoofsche juffers,"Lacroix, Pieter de",Les précieuses ridicules,"Molière (ps. Poquelin, Jean Baptiste)"
1764-04-12,"Scilla, treurspel","Rotgans, Lukas",,
1764-04-12,"De stiefmoer, kluchtspel","Asselijn, Thomas",,
1764-04-14,"Tomyris, of De dood van Cyrus; treurspel","Bilderdijk, Izaak","Tomyris, tragédie","Barbier, Marie-Anne"
1764-04-14,"Blindemannetje, kluchtspel","Coningh, T. de",Colin maillard,"Dancourt, Florent Carton"
1764-04-16,"Don Louis de Vargas, of Edelmoedige wraek","Heynck, Dirk Pietersz",El tejedor de Segovia,"Ruiz de Alarcón y Mendoza, Juan"
1764-04-16,Pefroen met 'et schaapshooft,"Vincent, Ysbrand","Lubin, ou le sot vange","Poisson, Raymond"
1764-04-19,"Cato, of De ondergang der roomsche vryheid","Angelkot jr., Hermannus","Cato, a Tragedy","Addison, Joseph"
1764-04-19,"Cato, of De ondergang der roomsche vryheid","Wolf, H. de","Cato, a Tragedy","Addison, Joseph"
1764-04-19,Wagt me voor dat laantje; kluchtspel,"Elger, Willem den",Attendez-moi sous l'orme,"Regnard, Jean François"
1764-04-19,Wagt me voor dat laantje; kluchtspel,"Elger, Willem den",Attendez-moi sous l'orme,"Rivière-Dufresny, Charles"
1764-04-21,"Polyxena, treurspel [by M. Bode]","Bode, Matthias",Polyxène,"La Fosse, Antoine de"
1764-04-21,De huwelyken staat. Kluchtspél,"Bernagie, Pieter",,
1764-04-24,Den grooten Bellizarius,"Grieck, Claude de","Le Bélisaire, tragédie","Rotrou, Jean"
1764-04-24,De orakel-vaas; kluchtige opera,"Hattum, Maurits van",,
1764-04-26,De Mode,"Bernagie, Pieter",,
1764-04-26,De geveinsde zotheid door liefde,,Les folies amoureuses,"Regnard, Jean François"
1764-04-30,"Karel de Stoute, hartog van Bourgondie","Verhoek, Pieter",,
1764-04-30,"Mei-avond, kluchtspel","Krook, Enoch",,
1764-05-07,"Ferdinand Cortez, overwinnaar van Mexico; treurspel","Nomsz, Johannes","Fernand Cortez, tragédie","Piron, Alexis"
1764-05-07,Krispyn dragonder; kluchtspel,"Rijk, Frans","La Dragone ou Merlin dragon, comedie",Desmarres
1764-05-12,"Ferdinand Cortez, overwinnaar van Mexico; treurspel","Nomsz, Johannes","Fernand Cortez, tragédie","Piron, Alexis"
1764-05-12,De ontdekte schyndeugd; blyspel,"Lingelbach, David",,
1764-05-14,"De hedendaagsche waereld, zinnespel","Krook, Enoch",,
1764-05-14,"De hedendaagsche waereld, zinnespel","Kroon, Daniel",,
1764-05-14,De gedwongene toestemming; blyspel,"Le Roy, Bernard",Le consentement forcé: comédie,"Guyot de Merville, Michel"
1764-05-19,"Jacoba van Beieren, gravin van Holland en Zeeland. Treurspel","Marre, Jan de",,
1764-05-19,"De schipbreuk, of De lykstaetsie van Krispyn; kluchtspel","Elias, Jacob","Le naufrage, ou La pompe funèbre de Crispin","La Font, Joseph de"
1764-08-06,"Aarnout en Adolf van Egmond, hertogen van Gelder. Treurspel","Bruin, Claas",,
1764-08-06,"Krispyn, starrekyker; blyspel","Pluimer, Joan",,
1764-08-11,De daaden van Hercules,"Strijker, Theodoor",Le fatiche d'Ercole per Deianira. Drama per musica,"Aureli, Aurelio"
1764-08-11,"De zwetser, kluchtspel","Langendijk, Pieter",,
1764-08-13,Het gewaande bloedverwantschap; blyspel,"Wandelaar, Jan",,
1764-08-13,"Beslikte Swaantje, en drooge Fobert; of De boere rechtbank","Alewyn, Abraham",,
1764-08-18,"Het school voor de vrouwen, blyspel","Arents, Thomas",L'école des femmes,"Molière (ps. Poquelin, Jean Baptiste)"
1764-08-18,"Krispyn, medicyn","Lacroix, Pieter de",Crispin médecin,"Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1764-08-20,"Democritus, of de verliefde filosoof","Elvervelt, Henrik van",Démocrite,"Regnard, Jean François"
1764-08-20,"Krispyn, muzikant.","Lacroix, Pieter de",Crispin musicien,"Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1764-08-23,"Achilles, treurspel","Huydecoper, Balthasar",,
1764-08-23,De Wijnoogst,"Wit (de jonge), Abraham de",Les vendanges de Suresne,"Dancourt, Florent Carton"
1764-08-27,De Mode,"Bernagie, Pieter",,
1764-08-27,"Fielebout, óf De dókter tégens dank, kluchtig blyspél",Nil Volentibus Arduum group,Le médecin malgré lui,"Molière (ps. Poquelin, Jean Baptiste)"
1764-08-30,"De hedendaagsche waereld, zinnespel","Krook, Enoch",,
1764-08-30,"De hedendaagsche waereld, zinnespel","Kroon, Daniel",,
1764-08-30,"De vrijer in de kist, kluchtspel",Nil Volentibus Arduum group,Pekelharing,"Vos, Isaac"
1764-09-03,Joan Galeasso: dwingeland van Milanen; treurspel,"Arents, Thomas",,
1764-09-03,"De ingebeelde edelman, blyspel.","Wit (de jonge), Abraham de",,
1764-09-08,Cinna. Treurspel,Nil Volentibus Arduum group,Cinna,"Corneille, Pierre"
1764-09-08,"De ontrouwe voogd, kluchtspel","Bernagie, Pieter",,
1764-09-10,"De malle wédding óf Gierige Geeraard, blyspél [by Nil Volentibus Arduum group]",Nil Volentibus Arduum group,"La folle gageure, ou Les divertissemens de la comtesse de Pembroc","Le Métel de Boisrobert, François"
1764-09-10,"Klucht van de levendighe doodt, of Bedroogen kassier","Gramsbergen, Matthijs",,
1764-09-15,"Constantinus de Groote, Eerste Christen' Keiser. Treurspel","Bernagie, Pieter",,
1764-09-15,"De gewaande heidin, of De bedrogen gelukzoeker; kluchtspel","Elvervelt, Henrik van",,
1764-09-17,"De knorrepot, of de gestoorde doctor. Blyspel",,Le Grondeur,"Palaprat, Jean"
1764-09-17,"De knorrepot, of de gestoorde doctor. Blyspel",,Le Grondeur,"Brueys, David Augustin de"
1764-09-17,"De geschaakte bruid, of de verliefde reizegers; blijspel","Rijndorp, Jacob van","Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1764-09-17,"De geschaakte bruid, of de verliefde reizegers; blijspel",Nil Volentibus Arduum group,"Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1764-09-22,Heraklius. Treurspel [by F. Rijk],"Rijk, Frans","Heraclius, empereur d'Orient","Corneille, Pierre"
1764-09-22,"'t Koffyhuis, kluchtspel","Hoeven, Willem van der",,
1764-09-24,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1764-09-24,De Vryer-zieke Vrijster of 't huwelik van niet,"Leeuw, Adriaan Bastiaansz de",Le mariage de rien,"Montfleury, Antoine Jacob"
1764-09-25,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1764-09-25,Bedrogen lichtmis,"Mol, Johannes de (incorrectly: Jacob)",,
1764-09-26,Andromeda. Treurspel,"Rijk, Frans",Andromède. Tragedie,"Corneille, Pierre"
1764-09-26,De verlooren schildwacht. Kluchtspel,"Pluimer, Joan",,
1764-09-27,De gekroonde na haar dood. Treurspel,"Heulen, Christiaan van",Reinar después de morir,"Vélez de Guevara, Luis"
1764-09-27,Duifje en Snaphaan,"Fornenbergh, Jan Baptist van",,
1764-09-28,"De stantvastige Genoveva, ofte Herstelde onnooselheyt. Bly-eyndend-treurspel","Wouthers, Anthoon Frans","Genevieve, ou l'Innocence reconnue","d'Aure, Francois"
1764-09-28,Pefroen met 'et schaapshooft,"Vincent, Ysbrand","Lubin, ou le sot vange","Poisson, Raymond"
1764-09-29,"Childerik, treurspel","Neufville, Christina Leonora de",Childeric,"Morand, Pierre de"
1764-09-29,"De gewaande advocaat, kluchtspel","Lacroix, Pieter de",L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1764-09-29,"De gewaande advocaat, kluchtspel","Lacroix, Pieter de",L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1764-09-29,"De gewaande advocaat, kluchtspel","Peys, Adriaen",L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1764-09-29,"De gewaande advocaat, kluchtspel","Peys, Adriaen",L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1764-10-01,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter",,
1764-10-01,"Krispyn, barbier, dansmeester, pagie, en graaf; kluchtspel","Krook, Enoch",,
1764-10-01,"Krispyn, barbier, dansmeester, pagie, en graaf; kluchtspel","Kroon, Daniel",,
1764-10-02,De dood van de graaven Egmond en Hoorne. Treurspel,"Asselijn, Thomas",,
1764-10-02,Het studenteleven a.k.a. Het Franeker studentenleeven,"Bernagie, Pieter",,
1764-10-03,"Spaensche heidin, a.k.a. Het leven van Konstance [by Matt. Tengnagel]","Tengnagel, Mattheus Gansneb",La gitanilla de Madrid,"Cervantes y Saavedra, Miguel de"
1764-10-03,Haat en nydt,"Ogier, Willem",,
1764-10-04,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1764-10-04,De vermakelyke rouw,"Peys, Adriaen","Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1764-10-05,De beklaaglyke dwang,"Vos, Isaac",La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1764-10-05,De beklaaglyke dwang,"Baroces, Jacob",La fuerza lastimosa,"Lope de Vega y Carpio, Félix"
1764-10-05,Het Leidsche studentenleeven. Kluchtig blyspel,"Mauricius, Johan Jacob",,
1764-10-06,Melanide,"Hooff, Nicolaas Willem op den",Melanide,"La Chaussée, Pierre-Claude Nivelle de"
1764-10-06,De geveinsde zotheid door liefde,,Les folies amoureuses,"Regnard, Jean François"
1764-10-08,"De waarzegster, blyspel","Hoeven, Emanuel van der",La devineresse,"Corneille, Thomas"
1764-10-08,"De moetwillige bootsgezel, kluchtspel","Sammers, Jacob",De Gramschap,"Ogier, Willem"
1764-10-09,"De waarzegster, blyspel","Hoeven, Emanuel van der",La devineresse,"Corneille, Thomas"
1764-10-09,Broershert,"Leeuw, Adriaan Bastiaansz de",,
1764-10-10,"Veranderlyk geval, of Stantvastige liefde","Baroces, Jacob",Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1764-10-10,"Veranderlyk geval, of Stantvastige liefde","Heynck, Dirk Pietersz",Mudanzas de la fortuna y firmezas del amor,"Monroy y Silva, Cristóbal de"
1764-10-10,"De verwarde jalousy, bly-spel","Focquenbroch, Willem Godschalk van","Sganarelle, ou le cocu imaginaire","Molière (ps. Poquelin, Jean Baptiste)"
1764-10-11,Den grooten Bellizarius,"Grieck, Claude de","Le Bélisaire, tragédie","Rotrou, Jean"
1764-10-11,De dwarsdrijfster. Kluchtig blijspel.,"Huybert van Kruiningen, Pieter Anthony de",L'esprit de contradiction,"Rivière-Dufresny, Charles"
1764-10-13,"Rhadamistus en Zenobia, treurspel","Bogaert, Abraham","Rhadamiste et Zénobie, tragédie","Crébillon, Prosper Jolyot de"
1764-10-13,"De Bazar, of Chinese konstenaar",,,
1764-10-15,"Sigismundus, prince van Polen, of 't Leven is een droom. Bly-eyndigh treur-spel","Schouwenbergh, NN",La vida es sueño,"Calderón de la Barca, Pedro"
1764-10-15,"De Bazar, of Chinese konstenaar",,,
1764-10-16,"De dood van Willem den Eersten, prins van Oranje","Bruin, Claas",,
1764-10-16,"De Bazar, of Chinese konstenaar",,,
1764-10-18,De dood van Cesar; treurspel [by Voordaagh],"Voordaagh, Jacob",La mort de César [by Voltaire],Voltaire
1764-10-18,De drie gebroeders medeminnaars; kluchtspel,"Elvervelt, Henrik van",Les trois freres rivaux,"La Font, Joseph de"
1764-10-20,"Brutus, treurspel [by Feitama]","Feitama, Sybrand","Le Brutus, tragédie",Voltaire
1764-10-20,"De Bazar, of Chinese konstenaar",,,
1764-10-22,De ingebeelde zieke. Blyspél,Nil Volentibus Arduum group,"Le malade imaginaire, comédie","Molière (ps. Poquelin, Jean Baptiste)"
1764-10-22,"De meid, kaptein, schutter en tamboer, kluchtspel","Dulken, Gerrit van",,
1764-10-23,"Gabinia, treurspel","Feitama, Sybrand","Gabinie, tragedie chretienne","Brueys, David Augustin de"
1764-10-23,"De Bazar, of Chinese konstenaar",,,
1764-10-29,Lucius Junius Brutus grondlegger der roomsche vrijheid. Treurspel.,"Bruin, Claas",,
1764-10-29,"De Bazar, of Chinese konstenaar",,,
1764-10-30,"Pyrrhus, treurspel","Feitama, Sybrand","Pyrrhus, tragedie","Crébillon, Prosper Jolyot de"
1764-10-30,"Het groot vermoogen van juffers oogen, of De betoverde kelk; kluchtspel",,La coupe enchantée,"Chevillet de Champmeslé, Charles"
1764-10-30,"Het groot vermoogen van juffers oogen, of De betoverde kelk; kluchtspel",,La coupe enchantée,"Dancourt, Florent Carton"
1764-11-05,"De deugdzame hoveling, treurspel","Bruin, Claas",,
1764-11-05,De belachchelyke hoofsche juffers,"Lacroix, Pieter de",Les précieuses ridicules,"Molière (ps. Poquelin, Jean Baptiste)"
1764-11-10,"De Heracliden, treurspel","Lutkeman, Jacob","Les Héraclides, tragédie","Marmontel, Jean François"
1764-11-10,"Blindemannetje, kluchtspel","Coningh, T. de",Colin maillard,"Dancourt, Florent Carton"
1764-11-12,"Krispyn, testateur en gelegateerde, of De erfgenaam door list; blyspel","Lochem, Hermanus van",Le légataire universel,"Regnard, Jean François"
1764-11-12,"Jan Klaaz. of gewaande dienstmaagt, blijspel","Asselijn, Thomas",,
1764-11-17,"Brittannicus, treurspel","Canjoncle, Johannes de","Britannicus, tragédie","Racine, Jean"
1764-11-17,De belachelyke jonker. Kluchtspel,"Bernagie, Pieter",,
1764-11-19,"Don Louis de Vargas, of Edelmoedige wraek","Heynck, Dirk Pietersz",El tejedor de Segovia,"Ruiz de Alarcón y Mendoza, Juan"
1764-11-19,De Mansmoer,"Haps, Pieter Willem van",,
1764-11-24,Demophontes; treurspel,"Westerwijk, Gerard (Vertaler)",Demofoonte,"Metastasio, Pietro"
1764-11-24,"De vryer kamenier, en de knecht minnemoer, of De gelukte liefdelist. Kluchtspel","Broek, Lambertus van den",,
1764-11-26,"Sophonisba, treurspel","Haps, Pieter Willem van",,
1764-11-26,De woekeraar edelman; kluchtspel,"Japin, Jean","L'Usurier gentilhomme, comédie","Le Grand, Marc Antoine"
1764-12-01,"Rhadamistus en Zenobia, treurspel","Bogaert, Abraham","Rhadamiste et Zénobie, tragédie","Crébillon, Prosper Jolyot de"
1764-12-01,"De wiskunstenaars, of 't Gevluchte juffertje","Langendijk, Pieter",,
1764-12-03,"Karel de Stoute, hartog van Bourgondie","Verhoek, Pieter",,
1764-12-03,De Schermerhornsche vrijstermarkt,"Schroder, Johannes",,
1764-12-08,"Romulus, treurspel","Tijsens, Gijsbert","Romulus, tragedie","La Motte, Antoine Houdar de"
1764-12-08,Het onbesturven' weeuwtje. Kluchtig blijspel,"Huybert van Kruiningen, Pieter Anthony de",Le mari retrouvé. Comédie,"Dancourt, Florent Carton"
1764-12-10,Don Quichot op de bruiloft van Kamácho; blyspel,"Langendijk, Pieter",,
1764-12-10,"Kluchtspel van het gedwongen houwelyck, of mariage forcè.","Pels, Andries",Le Mariage forcé,"Molière (ps. Poquelin, Jean Baptiste)"
1764-12-15,"De verkwister, of De eerlyke bedriegster; blyspel","Regtering, Hendrik Willem","Le Dissipateur, ou l'honnête friponne, comédie","Destouches, (ps. Philippe Néricault)"
1764-12-15,"Krispyn, medevryer van zyn heer. Kluchtspel","Koenerding, Johannes Andreas",Crispin rival de son maître,"Lesage, Alain René"
1764-12-17,"Karel, erfprins van Spanje. Treurspel","Bidloo, Govert",,
1764-12-17,Wagt me voor dat laantje; kluchtspel,"Elger, Willem den",Attendez-moi sous l'orme,"Regnard, Jean François"
1764-12-17,Wagt me voor dat laantje; kluchtspel,"Elger, Willem den",Attendez-moi sous l'orme,"Rivière-Dufresny, Charles"
1764-12-22,Sabinus en Eponina; treurspel,"Haverkamp, Johannes","Sabinus et Éponine, tragédie","Richer, Henri"
1764-12-22,"De listige vryster, óf De verschalkte voogd; blyspél","Vincent, Ysbrand",L'école des maris,"Molière (ps. Poquelin, Jean Baptiste)"
1764-12-24,Gysbreght van Aemstel,"Vondel, Joost van den",,
1764-12-24,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1764-12-24,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1764-12-31,Gysbreght van Aemstel,"Vondel, Joost van den",,
1764-12-31,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1764-12-31,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1765-01-07,Gysbreght van Aemstel,"Vondel, Joost van den",,
1765-01-07,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1765-01-07,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1765-01-12,Gysbreght van Aemstel,"Vondel, Joost van den",,
1765-01-12,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1765-01-12,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1765-01-14,Gysbreght van Aemstel,"Vondel, Joost van den",,
1765-01-14,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1765-01-14,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1765-01-19,"Sesostris, koning van Egipte, treurspel","Mauricius, Johan Jacob",Amasis. Tragedie,"Lagrange Chancel, François Joseph de"
1765-01-19,Krispyn dragonder; kluchtspel,"Rijk, Frans","La Dragone ou Merlin dragon, comedie",Desmarres
1765-01-21,Gysbreght van Aemstel,"Vondel, Joost van den",,
1765-01-21,De bruiloft van Kloris en Roosje,"Rijndorp, Jacob van",,
1765-01-21,De bruiloft van Kloris en Roosje,"Buysero, Dirk",,
1765-01-26,"Agrippa, koning van Alba; anders, De gewaande Tiberinus. Treurspel [by Nil Volentibus Arduum group]",Nil Volentibus Arduum group,"Agrippa, roy d'Albe, ou le faux Tibérinus","Quinault, Philippe"
1765-01-26,"Jonker Windbuyl, of De driedubbele minnaer; kluchtspel","Elias, Jacob",Les trois Gascons,"Dancourt, Florent Carton"
1765-01-26,"Jonker Windbuyl, of De driedubbele minnaer; kluchtspel","Elias, Jacob",Les trois Gascons,"La Motte, Antoine Houdar de"
1765-01-26,"Jonker Windbuyl, of De driedubbele minnaer; kluchtspel","Elias, Jacob",Les trois Gascons,"Boindin, Nicolas"
1765-01-28,Oratyn en Maskariljas of Den ontydigen Loskop,"Dullaart, Joan",L’Étourdi ou les Contretemps,"Molière (ps. Poquelin, Jean Baptiste)"
1765-01-28,"De spilpenning, of Verkwistende vrouw, blijspel","Asselijn, Thomas",,
1765-02-02,"Ferdinand Cortez, overwinnaar van Mexico; treurspel","Nomsz, Johannes","Fernand Cortez, tragédie","Piron, Alexis"
1765-02-02,De bedrogen officier,"Elvervelt, Henrik van",Diderik Menschenskræk,"Holberg, Ludvig"
1765-02-04,De lastigheid der rykdommen; blyspel,"Japin, Jean","L'Embarras des richesses, comédie","Allainval, Léonor Jean Christine Soulas d'"
1765-02-04,"Krelis Louwen, of Alexander de Groote op het poëetemaal","Langendijk, Pieter",,
1765-02-09,"Rodogune, prinsesse der Parthen [by F. Rijk]","Rijk, Frans","Rodogune, princesse des Parthes","Corneille, Pierre"
1765-02-09,De drie gebroeders medeminnaars; kluchtspel,"Elvervelt, Henrik van",Les trois freres rivaux,"La Font, Joseph de"
1765-02-11,De graaf van Warwick; treurspel,"Elvervelt, Henrik van","Le comte de Warwick , tragédie","Harpe, Jean-Francois de la"
1765-02-11,"Philippyn, mr. koppelaar; blyspel.","Alewyn, Abraham",,
1765-02-16,De graaf van Warwick; treurspel,"Elvervelt, Henrik van","Le comte de Warwick , tragédie","Harpe, Jean-Francois de la"
1765-02-16,De hovenier door liefde. Blyspel.,"Hoeven, Emanuel van der",Le galant jardinier,"Dancourt, Florent Carton"
1765-02-18,De graaf van Warwick; treurspel,"Elvervelt, Henrik van","Le comte de Warwick , tragédie","Harpe, Jean-Francois de la"
1765-02-18,"Beslikte Swaantje, en drooge Fobert; of De boere rechtbank","Alewyn, Abraham",,
1765-02-25,"Astrate, koning van Tyrus","Buysero, Dirk","Astrate, roy de Tyr","Quinault, Philippe"
1765-02-25,"De stiefmoer, kluchtspel","Asselijn, Thomas",,
1765-03-04,"Arminius, Beschermer der Duytsche Vryheid","Bernagie, Pieter",,
1765-03-04,"De zwetser, kluchtspel","Langendijk, Pieter",,
1765-03-09,"Olimpia, treurspel [by L. Pater]","Pater, Lucas",Olympie,Voltaire
1765-03-09,"De ontrouwe voogd, kluchtspel","Bernagie, Pieter",,
1765-03-11,De Amerikaan; blyspel,"Elvervelt, Henrik van",Arlequin Sauvage,"La Font, Joseph de"
1765-03-11,De Amerikaan; blyspel,"Elvervelt, Henrik van",Arlequin Sauvage,"Delisle de La Drevetière, Louis François"
1765-03-11,"Lubbert Lubbertze, of, de geadelde boer. Blyspel","Lacroix, Pieter de",George Dandin,"Molière (ps. Poquelin, Jean Baptiste)"
1765-03-11,"Lubbert Lubbertze, of, de geadelde boer. Blyspel","Breda, Michiel van",George Dandin,"Molière (ps. Poquelin, Jean Baptiste)"
1765-03-16,Ifigenia. Treurspél [by Nil Volentibus Arduum group],Nil Volentibus Arduum group,Iphigénie,"Racine, Jean"
1765-03-16,"De schipbreuk, of De lykstaetsie van Krispyn; kluchtspel","Elias, Jacob","Le naufrage, ou La pompe funèbre de Crispin","La Font, Joseph de"
1765-03-18,De Vriendschap,"Winde, Martinus van",,
1765-03-18,"De geschaakte bruid, of de verliefde reizegers; blijspel","Rijndorp, Jacob van","Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1765-03-18,"De geschaakte bruid, of de verliefde reizegers; blijspel",Nil Volentibus Arduum group,"Les carrosses d'Orleans, comédie","La Chapelle, Jean de"
1765-03-23,"Ada, gravin van Holland en Zeeland; treurspel","Steenwijk, Frans van",,
1765-03-23,De huwelyken staat. Kluchtspél,"Bernagie, Pieter",,
1765-03-25,Het wederzyds huwelyks bedrog. Blyspél,"Langendijk, Pieter",,
1765-03-25,"Krispyn, starrekyker; blyspel","Pluimer, Joan",,
1765-03-30,Andromaché [by L. Meijer],Nil Volentibus Arduum group,Andromaque,"Racine, Jean"
1765-03-30,Andromaché [by L. Meijer],"Meijer, Lodewijk",Andromaque,"Racine, Jean"
1765-03-30,"De gelukte list, óf Bedrooge mof. Klucht-spél","Pels, Andries","La folle querelle, ou La critique d'Andromaque","Molière (ps. Poquelin, Jean Baptiste)"
1765-03-30,"De gelukte list, óf Bedrooge mof. Klucht-spél",Nil Volentibus Arduum group,"La folle querelle, ou La critique d'Andromaque","Molière (ps. Poquelin, Jean Baptiste)"
1765-04-01,Den grooten Bellizarius,"Grieck, Claude de","Le Bélisaire, tragédie","Rotrou, Jean"
1765-04-01,"De vrijer in de kist, kluchtspel",Nil Volentibus Arduum group,Pekelharing,"Vos, Isaac"
1765-04-04,"De dood van Nero, treurspel","Haverkamp, Johannes",La mort de Néron; tragédie,"Péchantré, Nicolas de"
1765-04-04,"De stiefvaar, blijspel","Asselijn, Thomas",,
1765-04-06,"De glorieus, of De vernederde hoogmoed; tooneelspel","Elvervelt, Henrik van","Le Glorieux, comédie","Destouches, (ps. Philippe Néricault)"
1765-04-06,De ontdekte schyndeugd; blyspel,"Lingelbach, David",,
1765-04-09,De doodelyke minnenyd; treurspel,"Hoeven, Willem van der",,
1765-04-09,De orakel-vaas; kluchtige opera,"Hattum, Maurits van",,
1765-04-11,"Julius Cezar, en Kato. Treurspél","Langendijk, Pieter",,
1765-04-11,Henrik en Pernille,"Elvervelt, Henrik van",Henrich og Pernille,"Holberg, Ludvig"
1765-04-13,"Orestes en Pylades, of Iphigenia in Tauris, treurspel","Bode, Matthias",Oreste et Pylade,"Lagrange Chancel, François Joseph de"
1765-04-13,"De gewaande advocaat, kluchtspel","Lacroix, Pieter de",L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1765-04-13,"De gewaande advocaat, kluchtspel","Lacroix, Pieter de",L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1765-04-13,"De gewaande advocaat, kluchtspel","Peys, Adriaen",L'avocat sans estude,"Molière (ps. Poquelin, Jean Baptiste)"
1765-04-13,"De gewaande advocaat, kluchtspel","Peys, Adriaen",L'avocat sans estude,"Rose dit Rosimond, Claude de la"
1765-04-15,De verhinderde wraak van Cajus Martius Coriolanus. Treurspel,"Bruin, Claas",Coriolan: tragedie,"Abeille, Gaspard"
1765-04-15,De vermakelyke rouw,"Peys, Adriaen","Le deuil, comédie","Hauteroche, Noe͏̈l Le Breton (sieur d' )"
1765-04-18,Zarucma,"Pater, Lucas",Zarucma,"Cordier de Saint-Firmin, Edmond"
1765-04-18,"De onbedreeve minnaar, kluchtspel","Heulen, Christiaan van","L'ombre de son rival: comédie, mellée de musique et de dances","Crosnier, Jean"
1765-04-18,"De onbedreeve minnaar, kluchtspel","Heulen, Christiaan van","L'ombre de son rival: comédie, mellée de musique et de dances","Crosnier, Edmond"
1765-04-20,Zarucma,"Pater, Lucas",Zarucma,"Cordier de Saint-Firmin, Edmond"
1765-04-20,De gedwongene toestemming; blyspel,"Le Roy, Bernard",Le consentement forcé: comédie,"Guyot de Merville, Michel"
1765-04-22,Zarucma,"Pater, Lucas",Zarucma,"Cordier de Saint-Firmin, Edmond"
1765-04-22,"De listige vryster, óf De verschalkte voogd; blyspél","Vincent, Ysbrand",L'école des maris,"Molière (ps. Poquelin, Jean Baptiste)"
1765-04-25,"Geta, of De broedermoort van Antoninus, treurspel","Haverkamp, Johannes","Géta, tragédie","Péchantré, Nicolas de"
1765-04-25,"Geta, of De broedermoort van Antoninus, treurspel","Lescailje, Katharina","Géta, tragédie","Péchantré, Nicolas de"
1765-04-25,Het eiland van verwarring; blyspel,"Elvervelt, Henrik van",,
